เขต,เครือข่าย,ประเภท,รหัสหน่วยบริการ,ชื่อหน่วยบริการ,วัคซีน,Measure Names,Measure Values
เขต 7 ขอนแก่น,11449,ลูกข่าย,05336,รพ.สต.บ้านกุดฝั่งแดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05337,รพ.สต.บ้านเหล่าใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,344
เขต 7 ขอนแก่น,11449,ลูกข่าย,05337,รพ.สต.บ้านเหล่าใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),493
เขต 7 ขอนแก่น,11449,ลูกข่าย,05337,รพ.สต.บ้านเหล่าใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05338,รพ.สต.บ้านสันติสุข (บ้านจุมจัง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,702
เขต 7 ขอนแก่น,11449,ลูกข่าย,05338,รพ.สต.บ้านสันติสุข (บ้านจุมจัง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),739
เขต 7 ขอนแก่น,11449,ลูกข่าย,05338,รพ.สต.บ้านสันติสุข (บ้านจุมจัง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05339,รพ.สต.บ้านนาสีนวล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,153
เขต 7 ขอนแก่น,11449,ลูกข่าย,05339,รพ.สต.บ้านนาสีนวล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),150
เขต 7 ขอนแก่น,11449,ลูกข่าย,05339,รพ.สต.บ้านนาสีนวล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05340,รพ.สต.บ้านเหล่าไฮงาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,377
เขต 7 ขอนแก่น,11449,ลูกข่าย,05340,รพ.สต.บ้านเหล่าไฮงาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),381
เขต 7 ขอนแก่น,11449,ลูกข่าย,05340,รพ.สต.บ้านเหล่าไฮงาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05341,รพ.สต.บ้านสวนผึ้ง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,173
เขต 7 ขอนแก่น,11449,ลูกข่าย,05341,รพ.สต.บ้านสวนผึ้ง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),170
เขต 7 ขอนแก่น,11449,ลูกข่าย,05341,รพ.สต.บ้านสวนผึ้ง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05342,รพ.สต.บ้านท่าไคร้ (บ้านนาไคร้),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,286
เขต 7 ขอนแก่น,11449,ลูกข่าย,05342,รพ.สต.บ้านท่าไคร้ (บ้านนาไคร้),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),286
เขต 7 ขอนแก่น,11449,ลูกข่าย,05342,รพ.สต.บ้านท่าไคร้ (บ้านนาไคร้),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05343,รพ.สต.บ้านกุดหว้า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,694
เขต 7 ขอนแก่น,11449,ลูกข่าย,05343,รพ.สต.บ้านกุดหว้า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),686
เขต 7 ขอนแก่น,11449,ลูกข่าย,05343,รพ.สต.บ้านกุดหว้า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05344,รพ.สต.หนองแวงศรี (บ้านสุขแสงทอง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,447
เขต 7 ขอนแก่น,11449,ลูกข่าย,05344,รพ.สต.หนองแวงศรี (บ้านสุขแสงทอง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),551
เขต 7 ขอนแก่น,11449,ลูกข่าย,05344,รพ.สต.หนองแวงศรี (บ้านสุขแสงทอง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05345,รพ.สต.บ้านคุย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05345,รพ.สต.บ้านคุย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),308
เขต 7 ขอนแก่น,11449,ลูกข่าย,05345,รพ.สต.บ้านคุย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05346,รพ.สต.บ้านโนนฟองแก้ว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,568
เขต 7 ขอนแก่น,11449,ลูกข่าย,05346,รพ.สต.บ้านโนนฟองแก้ว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),563
เขต 7 ขอนแก่น,11449,ลูกข่าย,05346,รพ.สต.บ้านโนนฟองแก้ว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05347,รพ.สต.บ้านโนนสวาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,436
เขต 7 ขอนแก่น,11449,ลูกข่าย,05347,รพ.สต.บ้านโนนสวาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),449
เขต 7 ขอนแก่น,11449,ลูกข่าย,05347,รพ.สต.บ้านโนนสวาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05348,รพ.สต.บ้านหนองห้าง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,522
เขต 7 ขอนแก่น,11449,ลูกข่าย,05348,รพ.สต.บ้านหนองห้าง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),520
เขต 7 ขอนแก่น,11449,ลูกข่าย,05348,รพ.สต.บ้านหนองห้าง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05349,รพ.สต.บ้านนาโก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,504
เขต 7 ขอนแก่น,11449,ลูกข่าย,05349,รพ.สต.บ้านนาโก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),499
เขต 7 ขอนแก่น,11449,ลูกข่าย,05349,รพ.สต.บ้านนาโก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05350,รพ.สต.บ้านหนองบัวทอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,394
เขต 7 ขอนแก่น,11449,ลูกข่าย,05350,รพ.สต.บ้านหนองบัวทอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),397
เขต 7 ขอนแก่น,11449,ลูกข่าย,05350,รพ.สต.บ้านหนองบัวทอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11449,ลูกข่าย,05351,รพ.สต.บ้านกุดค้าว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,379
เขต 7 ขอนแก่น,11449,ลูกข่าย,05351,รพ.สต.บ้านกุดค้าว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),378
เขต 7 ขอนแก่น,11449,ลูกข่าย,05351,รพ.สต.บ้านกุดค้าว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28017,แม่ข่าย,28017,รพ.นาคู,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,716
เขต 7 ขอนแก่น,28017,แม่ข่าย,28017,รพ.นาคู,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),709
เขต 7 ขอนแก่น,28017,แม่ข่าย,28017,รพ.นาคู,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),6200
เขต 7 ขอนแก่น,28017,ลูกข่าย,05431,รพ.สต.บ้านนาคู,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,543
เขต 7 ขอนแก่น,28017,ลูกข่าย,05431,รพ.สต.บ้านนาคู,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),900
เขต 7 ขอนแก่น,28017,ลูกข่าย,05431,รพ.สต.บ้านนาคู,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28017,ลูกข่าย,05432,รพ.สต.บ้านจอมศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,434
เขต 7 ขอนแก่น,28017,ลูกข่าย,05432,รพ.สต.บ้านจอมศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),709
เขต 7 ขอนแก่น,28017,ลูกข่าย,05432,รพ.สต.บ้านจอมศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28017,ลูกข่าย,05433,รพ.สต.บ้านากระเดา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,424
เขต 7 ขอนแก่น,28017,ลูกข่าย,05433,รพ.สต.บ้านากระเดา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),709
เขต 7 ขอนแก่น,28017,ลูกข่าย,05433,รพ.สต.บ้านากระเดา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28017,ลูกข่าย,05434,รพ.สต.บ้านจาน (บ้านโนนนาจาน),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,428
เขต 7 ขอนแก่น,28017,ลูกข่าย,05434,รพ.สต.บ้านจาน (บ้านโนนนาจาน),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),732
เขต 7 ขอนแก่น,28017,ลูกข่าย,05434,รพ.สต.บ้านจาน (บ้านโนนนาจาน),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28017,ลูกข่าย,05435,รพ.สต.บ้านนางาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,561
เขต 7 ขอนแก่น,28017,ลูกข่าย,05435,รพ.สต.บ้านนางาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),709
เขต 7 ขอนแก่น,28017,ลูกข่าย,05435,รพ.สต.บ้านนางาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28017,ลูกข่าย,05436,รพ.สต.บ้านหว้านพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,874
เขต 7 ขอนแก่น,28017,ลูกข่าย,05436,รพ.สต.บ้านหว้านพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),927
เขต 7 ขอนแก่น,28017,ลูกข่าย,05436,รพ.สต.บ้านหว้านพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28017,ลูกข่าย,05437,รพ.สต.บ้านภูแล่นช้าง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,692
เขต 7 ขอนแก่น,28017,ลูกข่าย,05437,รพ.สต.บ้านภูแล่นช้าง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),805
เขต 7 ขอนแก่น,28017,ลูกข่าย,05437,รพ.สต.บ้านภูแล่นช้าง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28789,แม่ข่าย,28789,รพ.ฆ้องชัย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,411
เขต 7 ขอนแก่น,28789,แม่ข่าย,28789,รพ.ฆ้องชัย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),410
เขต 7 ขอนแก่น,28789,แม่ข่าย,28789,รพ.ฆ้องชัย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),3600
เขต 7 ขอนแก่น,28789,ลูกข่าย,05322,รพ.สต.บ้านโนนเขวา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,435
เขต 7 ขอนแก่น,28789,ลูกข่าย,05322,รพ.สต.บ้านโนนเขวา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),450
เขต 7 ขอนแก่น,28789,ลูกข่าย,05322,รพ.สต.บ้านโนนเขวา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28789,ลูกข่าย,05323,รพ.สต.บ้านโนนทัน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,417
เขต 7 ขอนแก่น,28789,ลูกข่าย,05323,รพ.สต.บ้านโนนทัน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,28789,ลูกข่าย,05323,รพ.สต.บ้านโนนทัน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28789,ลูกข่าย,05324,รพ.สต.บ้านท่าเยื่อม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,331
เขต 7 ขอนแก่น,28789,ลูกข่าย,05324,รพ.สต.บ้านท่าเยื่อม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),400
เขต 7 ขอนแก่น,28789,ลูกข่าย,05324,รพ.สต.บ้านท่าเยื่อม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28789,ลูกข่าย,05325,รพ.สต.บ้านโนนแดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,282
เขต 7 ขอนแก่น,28789,ลูกข่าย,05325,รพ.สต.บ้านโนนแดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),400
เขต 7 ขอนแก่น,28789,ลูกข่าย,05325,รพ.สต.บ้านโนนแดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28789,ลูกข่าย,05327,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,473
เขต 7 ขอนแก่น,28789,ลูกข่าย,05327,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),470
เขต 7 ขอนแก่น,28789,ลูกข่าย,05327,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28789,ลูกข่าย,05328,รพ.สต.บ้านโคกประสิทธิ์,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,460
เขต 7 ขอนแก่น,28789,ลูกข่าย,05328,รพ.สต.บ้านโคกประสิทธิ์,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),470
เขต 7 ขอนแก่น,28789,ลูกข่าย,05328,รพ.สต.บ้านโคกประสิทธิ์,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28789,ลูกข่าย,05332,รพ.สต.บ้านโนนศิลา(บ้านโนนศิลาเลิง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,501
เขต 7 ขอนแก่น,28789,ลูกข่าย,05332,รพ.สต.บ้านโนนศิลา(บ้านโนนศิลาเลิง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,28789,ลูกข่าย,05332,รพ.สต.บ้านโนนศิลา(บ้านโนนศิลาเลิง),V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28790,แม่ข่าย,28790,รพ.ดอนจาน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,368
เขต 7 ขอนแก่น,28790,แม่ข่าย,28790,รพ.ดอนจาน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),398
เขต 7 ขอนแก่น,28790,แม่ข่าย,28790,รพ.ดอนจาน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),2750
เขต 7 ขอนแก่น,28790,ลูกข่าย,05438,รพ.สต.บ้านกุดครอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,392
เขต 7 ขอนแก่น,28790,ลูกข่าย,05438,รพ.สต.บ้านกุดครอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),392
เขต 7 ขอนแก่น,28790,ลูกข่าย,05438,รพ.สต.บ้านกุดครอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,28790,ลูกข่าย,05439,รพ.สต.บ้านสะอาดไชยศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,326
เขต 7 ขอนแก่น,28790,ลูกข่าย,05439,รพ.สต.บ้านสะอาดไชยศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),392
เขต 7 ขอนแก่น,28790,ลูกข่าย,05439,รพ.สต.บ้านสะอาดไชยศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
